REGIAO:;N
UF:;PA
ESTACAO:;BELEM
CODIGO (WMO):;A201
LATITUDE:;-1,411228
LONGITUDE:;-48,439512
ALTITUDE:;21,17
DATA DE FUNDACAO:;20/01/03
Data;Hora UTC;PRECIPITAÇÃO TOTAL, HORÁRIO (mm);PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA (mB);PRESSÃO ATMOSFERICA MAX.NA HORA ANT. (AUT) (mB);PRESSÃO ATMOSFERICA MIN. NA HORA ANT. (AUT) (mB);RADIACAO GLOBAL (Kj/m²);TEMPERATURA DO AR - BULBO SECO, HORARIA (°C);TEMPERATURA DO PONTO DE ORVALHO (°C);TEMPERATURA MÁXIMA NA HORA ANT. (AUT) (°C);TEMPERATURA MÍNIMA NA HORA ANT. (AUT) (°C);TEMPERATURA ORVALHO MAX. NA HORA ANT. (AUT) (°C);TEMPERATURA ORVALHO MIN. NA HORA ANT. (AUT) (°C);UMIDADE REL. MAX. NA HORA ANT. (AUT) (%);UMIDADE REL. MIN. NA HORA ANT. (AUT) (%);UMIDADE RELATIVA DO AR, HORARIA (%);VENTO, DIREÇÃO HORARIA (gr) (° (gr));VENTO, RAJADA MAXIMA (m/s);VENTO, VELOCIDADE HORARIA (m/s);
2023/01/08;1800 UTC;36,4;1008,7;1009,2;1008,7;983,1;24,3;23,7;32,1;24,3;25,1;23,3;97;65;97;41;6,6;1,9;
2023/01/08;1900 UTC;4;1007,7;1008,7;1007,7;655,8;25,8;24,8;26;24,2;25,3;23,6;97;93;94;338;6,5;,9;
2023/01/08;2000 UTC;0;1008,1;1008,2;1007,4;681,8;27,7;24,7;27,8;25,8;25,6;24,5;95;84;84;39;4,8;1,1;
2023/01/08;2100 UTC;6,6;1008,3;1009;1008,1;181,9;23,2;22,2;27,7;23,1;24,9;21,5;95;79;94;53;10,4;1,3;
2023/01/08;2200 UTC;,4;1008,9;1008,9;1008,2;14,7;23,3;22,2;23,4;23,2;22,5;22,2;95;94;94;47;5,9;,7;
2023/01/08;2300 UTC;0;1009,8;1009,8;1008,8;;23,3;22,6;23,4;23,2;22,6;22,1;96;93;96;67;4,1;,6;
2023/01/09;0000 UTC;0;1010,4;1010,4;1009,8;,8;23,8;23,1;23,8;23,3;23,1;22,5;96;94;96;50;2,9;,1;
2023/01/09;0100 UTC;0;1010,8;1010,8;1010,4;,7;24,2;23,5;24,3;23,8;23,5;23,1;96;94;96;140;1,8;0;
2023/01/09;0200 UTC;0;1011,2;1011,2;1010,8;,9;24,3;23,7;24,3;24,1;23,7;23,5;96;96;96;128;1,3;0;
2023/01/09;0300 UTC;0;1011;1011,3;1010,9;;24,3;23,7;24,4;24,3;23,8;23,6;97;96;96;7;1,1;0;
2023/01/09;0400 UTC;0;1010,6;1011;1010,6;;24,3;23,9;24,4;24,3;23,9;23,7;97;96;97;148;1,2;0;
2023/01/09;0500 UTC;0;1009,8;1010,6;1009,8;;24,2;23,8;24,4;24,2;23,9;23,7;97;97;97;124;0;0;
2023/01/09;0600 UTC;0;1009,4;1009,8;1009,4;;24;23,6;24,3;24;23,9;23,6;97;97;97;125;0;0;
2023/01/09;0700 UTC;0;1008,9;1009,5;1008,9;;24,1;23,5;24,2;24;23,8;23,5;97;97;97;125;1,5;,1;
2023/01/09;0800 UTC;0;1008,8;1009;1008,8;;24,2;23,7;24,2;24;23,7;23,5;97;97;97;119;1,3;0;
2023/01/09;0900 UTC;0;1009,1;1009,1;1008,7;;24,1;23,7;24,2;24,1;23,8;23,7;97;97;97;128;,8;0;
2023/01/09;1000 UTC;0;1009,8;1009,8;1009,1;68,3;24,5;23,9;24,5;24;23,9;23,6;98;97;97;77;2;0;
2023/01/09;1100 UTC;0;1010,5;1010,6;1009,8;377,4;26,1;24,3;26,1;24,5;24,5;23,9;97;90;90;114;2,4;,3;
2023/01/09;1200 UTC;0;1010,7;1010,8;1010,5;775,8;30,1;25,9;30,1;26,1;25,9;24,3;91;76;78;80;4,8;1,2;
2023/01/09;1300 UTC;0;1011;1011;1010,7;1821,2;31,4;24,8;31,4;29,5;26,2;24,3;79;68;68;73;6,7;2,3;
2023/01/09;1400 UTC;,2;1010,7;1011,1;1010,7;1952,6;31,8;24,2;32,3;29,8;26,1;23,9;76;64;64;82;6,7;2,1;
2023/01/09;1500 UTC;0;1010,2;1010,7;1010,2;3073,4;33,3;25,2;33,4;31,2;26,5;23,3;69;60;63;72;6,6;1,8;
2023/01/09;1600 UTC;0;1009,5;1010,2;1009,5;3240,1;33,7;23,7;34,1;31,2;25,9;23,5;69;55;56;83;6,8;2,7;
2023/01/09;1700 UTC;0;1008,3;1009,5;1008,3;3158,5;33,7;22,7;34,2;32,3;25,2;21,9;62;52;52;99;8;2,6;
2023/01/09;1800 UTC;0;1007,7;1008,3;1007,6;2640,9;30,2;23;34,4;30,2;24,1;21,7;65;49;65;56;9,9;3;
2023/01/09;1900 UTC;0;1007,3;1007,7;1007,2;843,6;29,5;24,8;30,4;28,7;24,8;23;76;65;76;60;9,9;1,2;
2023/01/09;2000 UTC;0;1007,1;1007,3;1007;1321,1;29,8;23,8;31,5;29,6;25,3;23,7;76;66;70;36;6;,8;
2023/01/09;2100 UTC;0;1007,6;1007,6;1006,9;173,7;28,6;23,7;29,8;28,6;24,1;23,4;75;70;75;68;6,6;1,1;
2023/01/09;2200 UTC;0;1008,1;1008,1;1007,6;9,1;27,1;23,7;28,6;27,1;24;23,3;83;75;82;72;6,5;1,3;
2023/01/09;2300 UTC;0;1008,6;1008,6;1008;;26,8;23,3;27,2;26,8;23,7;23,3;82;80;81;77;4,6;1,4;
2023/01/10;0000 UTC;0;1009,2;1009,2;1008,6;;26,8;23,3;27,1;26,7;23,4;23,1;82;80;81;58;4,6;,5;
2023/01/10;0100 UTC;0;1009,9;1009,9;1009,2;;26,6;23,5;26,8;26,6;23,6;23,3;83;81;83;55;3,8;,6;
2023/01/10;0200 UTC;0;1010,4;1010,4;1009,9;;26;23,7;26,6;26;23,7;23,5;87;83;87;76;4;,5;
2023/01/10;0300 UTC;0;1010,2;1010,5;1010,2;;25,5;23,6;26;25,5;23,7;23,6;89;87;89;67;4,5;1,2;
2023/01/10;0400 UTC;0;1009,6;1010,2;1009,6;;25,2;23,6;25,5;25,2;23,7;23,6;91;89;91;72;3,3;,4;
2023/01/10;0500 UTC;0;1008,9;1009,6;1008,9;;25,1;23,6;25,2;25;23,7;23,6;92;91;92;60;3,3;,8;
2023/01/10;0600 UTC;0;1008,4;1008,9;1008,4;;25,2;23,6;25,3;25,1;23,6;23,5;92;91;91;63;3,3;,3;
2023/01/10;0700 UTC;0;1008,5;1008,5;1008,3;;24,6;23,5;25,2;24,6;23,6;23,5;94;91;94;131;2,5;0;
2023/01/10;0800 UTC;0;1008,7;1008,7;1008,5;;24,1;23,5;24,6;24,1;23,6;23,5;96;94;96;114;1,1;0;
2023/01/10;0900 UTC;0;1008,9;1008,9;1008,7;;24;23,5;24,1;24;23,5;23,4;97;96;97;109;1,7;,1;
2023/01/10;1000 UTC;0;1009,8;1009,8;1008,9;77,4;24,7;23,9;24,7;24;23,9;23,4;97;95;95;121;2,4;,6;
2023/01/10;1100 UTC;0;1010,6;1010,6;1009,8;364,6;26,2;24,4;26,2;24,7;24,4;23,9;95;89;90;90;3,5;1,4;
2023/01/10;1200 UTC;0;1010,9;1010,9;1010,6;780,3;29,9;25,3;29,9;26,2;25,6;24,2;90;76;76;93;4,2;1,7;
2023/01/10;1300 UTC;0;1011,4;1011,4;1010,9;1778,7;30,4;24,7;31;29,4;25,4;23,7;77;68;72;84;7,8;3,1;
2023/01/10;1400 UTC;0;1011,2;1011,5;1011,2;2074;30,9;24,7;31,8;29,9;25,4;23,4;73;65;70;105;7,4;2,2;
2023/01/10;1500 UTC;0;1010,5;1011,2;1010,4;2656,6;30,8;23,6;33,1;30,1;25,4;23,6;72;61;66;118;8,4;2;
2023/01/10;1600 UTC;0;1009,4;1010,5;1009,4;2571,6;32,5;24,5;33,2;30,5;25,5;23;70;58;63;134;5,5;2,6;
2023/01/10;1700 UTC;,6;1009;1009,4;1008,8;2807,8;28,1;24,4;33,6;28,1;25,8;22,6;80;55;80;85;9,2;3,7;
2023/01/10;1800 UTC;2,8;1007,4;1009;1007,4;2540,9;32;25,3;32,1;26,3;27,7;24,2;96;65;68;62;9,2;1,9;
2023/01/10;1900 UTC;0;1006,9;1007,4;1006,8;1712,1;32;24,1;32,3;30,6;25,8;23,4;71;62;63;77;6,5;2;
2023/01/10;2000 UTC;0;1007,1;1007,2;1006,9;531,8;30,1;22,9;32;30,1;24,3;22,4;71;61;65;71;8,2;1,7;
2023/01/10;2100 UTC;,2;1007,5;1007,5;1007,1;303,3;29,1;24,7;30,9;29,1;25;23;77;64;77;317;4,7;,5;
2023/01/10;2200 UTC;0;1007,9;1007,9;1007,5;13,6;28,2;24,7;29,1;28,2;24,8;24,2;81;77;81;70;3,1;,1;
2023/01/10;2300 UTC;0;1009;1009;1007,9;;27,7;22,8;28,5;27,7;24,8;22,6;84;71;75;74;4,4;1,1;
2023/01/11;0000 UTC;0;1010,4;1010,4;1009;;25,9;23,5;27,9;25,8;23,5;22,7;87;73;87;138;5,9;2,6;
2023/01/11;0100 UTC;0;1011;1011;1010,4;;25,1;23,8;25,9;25,1;23,8;23,5;92;87;92;130;4,7;,1;
2023/01/11;0200 UTC;0;1010,8;1011;1010,6;;25;23,9;25,1;24,9;23,9;23,8;94;92;94;132;1,6;,1;
2023/01/11;0300 UTC;0;1010,7;1010,8;1010,7;;24,7;23,9;25;24,7;24;23,9;95;94;95;140;1,6;0;
2023/01/11;0400 UTC;0;1010,3;1010,7;1010,3;;24,5;23,4;24,7;24,5;23,9;23,4;96;94;94;131;1,1;0;
2023/01/11;0500 UTC;0;1009,7;1010,3;1009,7;;24,2;23,2;24,5;24,2;23,4;23,1;94;93;94;103;1,5;,2;
2023/01/11;0600 UTC;0;1009,5;1009,7;1009,5;;24,1;23;24,2;24,1;23,1;23;94;93;94;119;2;0;
2023/01/11;0700 UTC;0;1009,5;1009,5;1009,4;;23,9;22,9;24,1;23,9;23,1;22,9;94;94;94;111;1,8;,2;
2023/01/11;0800 UTC;0;1009,6;1009,6;1009,4;;23,9;22,8;23,9;23,8;22,9;22,8;94;94;94;115;1,9;,2;
2023/01/11;0900 UTC;0;1010,1;1010,1;1009,6;;23,6;22,8;23,9;23,6;22,8;22,6;95;94;95;155;1,9;0;
2023/01/11;1000 UTC;0;1010,7;1010,7;1010,1;93,7;24,3;23,3;24,3;23,5;23,3;22,8;96;94;94;122;2,4;,9;
2023/01/11;1100 UTC;0;1011,6;1011,6;1010,7;505,2;27,7;24,5;27,7;24,3;24,5;23,3;94;81;83;112;3,7;,7;
2023/01/11;1200 UTC;0;1012;1012,1;1011,6;666,1;29,2;23,7;30;27,6;24,9;23,7;83;72;72;104;5,5;2,2;
2023/01/11;1300 UTC;0;1012;1012;1011,9;1727,6;29,9;24;31;28,8;25,6;23,4;77;68;71;97;6,5;3,1;
2023/01/11;1400 UTC;0;1012;1012,3;1012;2675,6;30,9;24;32,1;29,9;25;23,1;72;63;67;102;7,8;2,5;
2023/01/11;1500 UTC;0;1011,3;1012;1011,3;2334,9;31,1;23,7;32,4;30;25;22,7;70;60;65;119;8,1;2,1;
2023/01/11;1600 UTC;0;1010,3;1011,4;1010,3;3158,3;33,1;24,4;33,5;30,6;25,4;22,6;66;58;61;107;6;2,4;
2023/01/11;1700 UTC;0;1009,4;1010,3;1009,4;2996,5;31,2;23,6;33,1;31,2;25,1;22,6;66;57;64;136;5,8;2,9;
2023/01/11;1800 UTC;0;1008,1;1009,4;1008,1;2881,5;33;22,7;34,4;30,7;25,3;22,6;68;54;55;144;5,1;,7;
2023/01/11;1900 UTC;0;1008,1;1008,6;1008,1;1295,5;30,3;23,8;33,8;29,3;24,7;22,8;73;55;68;16;5,9;1,7;
2023/01/11;2000 UTC;,4;1008,3;1008,7;1008,1;642;26,6;24,2;31;26,6;24,7;22,5;86;64;86;109;6,5;2,4;
2023/01/11;2100 UTC;0;1007,7;1008,3;1007,6;273,4;26,9;23,2;27;26;24,5;23,1;90;80;80;39;5,1;,3;
2023/01/11;2200 UTC;0;1008,1;1008,1;1007,7;28,8;26,9;23,1;27,1;26,8;24,3;23;85;79;80;19;4,6;1,2;
2023/01/11;2300 UTC;;;;;;;;;;;;;;;;;;
2023/01/12;0000 UTC;0;1009,8;1009,8;1008,7;;26,8;23,6;26,9;26,5;23,7;23,5;84;82;83;21;4,4;1,6;
2023/01/12;0100 UTC;0;1010,3;1010,4;1009,8;;26,6;24;26,8;26,5;24;23,7;86;83;86;39;4,8;,3;
2023/01/12;0200 UTC;0;1010,4;1010,5;1010,3;;26,4;23,8;26,6;26,4;24,1;23,8;87;85;86;61;4,1;1,1;
2023/01/12;0300 UTC;;;;;;;;;;;;;;;;;;
2023/01/12;0400 UTC;0;1009,7;1010,2;1009,7;;25,9;23,7;26,2;25,8;23,9;23,7;88;87;88;64;4,5;,6;
2023/01/12;0500 UTC;0;1009,3;1009,7;1009,3;;25,5;23,8;25,9;25,5;23,8;23,7;90;88;90;69;4,5;1;
2023/01/12;0600 UTC;0;1008,8;1009,3;1008,8;;25,3;23,7;25,6;25,3;23,8;23,7;91;90;91;86;4,5;,5;
2023/01/12;0700 UTC;0;1008,4;1008,8;1008,3;;24,7;23,5;25,3;24,7;23,7;23,5;93;91;93;80;3;,5;
2023/01/12;0800 UTC;0;1008,3;1008,4;1008,2;;24,5;23,4;24,7;24,5;23,5;23,4;94;93;93;74;3,1;,3;
2023/01/12;0900 UTC;0;1008,7;1008,7;1008,3;;24,1;23,3;24,5;24,1;23,4;23,2;95;93;95;132;2,5;0;
2023/01/12;1000 UTC;0;1009,5;1009,5;1008,7;69,7;24,5;23,7;24,5;24;23,8;23,2;96;95;95;135;1,5;0;
2023/01/12;1100 UTC;0;1010,3;1010,3;1009,5;434,6;27,8;23,9;28,1;24,5;24,9;23,7;95;79;79;68;3,6;,5;
2023/01/12;1200 UTC;0;1010,8;1010,8;1010,3;748,2;30,1;24,5;30,4;27,7;25,2;24,1;82;72;72;78;6,3;2,1;
2023/01/12;1300 UTC;0;1011;1011;1010,8;1596,8;29,9;24,3;31,2;29,4;25,2;23,6;76;68;72;58;6,7;1,8;
2023/01/12;1400 UTC;0;1010,8;1011,1;1010,8;2048,5;32,6;24,4;32,8;29,3;25,3;23,2;75;62;62;71;5,8;1,2;
2023/01/12;1500 UTC;,2;1009,8;1010,8;1009,8;3170,9;33,2;25,1;33,6;32,5;25,5;23,1;65;55;63;79;6,7;1,8;
2023/01/12;1600 UTC;1,8;1009,3;1009,8;1009,2;1710,7;27,4;24,5;33,8;27,3;25,6;23,1;89;56;84;38;8,3;1,2;
2023/01/12;1700 UTC;2;1009;1009,4;1008,9;2199,4;26,4;25;31;26,4;27,3;24,2;93;71;92;112;7;,5;
2023/01/12;1800 UTC;,2;1007,3;1009;1007,3;391;26,4;24,1;26,7;25,8;25,6;23,5;94;86;87;47;3,4;,8;
2023/01/12;1900 UTC;,2;1006,6;1007,3;1006,6;1118,9;29,1;24,7;29,2;26,4;25,4;23,6;87;76;77;11;4,8;1,5;
2023/01/12;2000 UTC;0;1006;1006,6;1006;1548,3;29,4;24,5;30,8;28,9;25,6;23,9;79;69;75;1;5,5;1,6;
2023/01/12;2100 UTC;0;1006,4;1006,6;1006;231,9;28;24,5;29,7;28;25;24,2;81;75;81;41;5,4;1,3;
2023/01/12;2200 UTC;0;1006,9;1007;1006,4;14,1;27,4;24,9;28;27,4;24,9;24,4;86;81;86;23;4,6;,4;
2023/01/12;2300 UTC;0;1007,2;1007,2;1006,9;;27,2;25,1;27,4;27,1;25,1;24,9;89;86;88;30;3,8;,9;
2023/01/13;0000 UTC;0;1007,9;1007,9;1007,2;;26,8;24,5;27,2;26,8;25;24,5;89;86;87;65;4,1;1;
2023/01/13;0100 UTC;0;1007,9;1008;1007,9;;26,3;24,1;26,9;26,3;24,5;24,1;88;86;88;61;5,3;1;
2023/01/13;0200 UTC;0;1008,3;1008,3;1007,9;;25,8;24,1;26,3;25,7;24,1;24,1;91;88;91;48;5,3;,1;
2023/01/13;0300 UTC;0;1008;1008,3;1008;;25,3;24,1;25,8;25,3;24,2;24;93;90;93;74;3,6;,7;
2023/01/13;0400 UTC;0;1007,5;1008,1;1007,5;;25,1;24,1;25,3;25,1;24,1;24;94;93;94;63;2,6;,2;
2023/01/13;0500 UTC;0;1007,2;1007,6;1007,2;;25;24;25,2;25;24,1;24;94;94;94;65;2,4;,2;
2023/01/13;0600 UTC;0;1007,2;1007,2;1006,9;;24,9;23,9;25,1;24,9;24;23,9;94;94;94;92;3,3;,1;
2023/01/13;0700 UTC;0;1006,8;1007,2;1006,8;;24,5;23,8;24,9;24,5;24;23,8;96;94;96;152;1,9;0;
2023/01/13;0800 UTC;0;1006,9;1007;1006,8;;24,1;23,6;24,5;24,1;23,8;23,6;97;96;97;138;,9;0;
2023/01/13;0900 UTC;0;1007,4;1007,4;1006,9;;24,1;23,7;24,1;24;23,7;23,6;98;97;98;119;1,5;0;
2023/01/13;1000 UTC;0;1008;1008;1007,4;78;24,6;24,2;24,6;24;24,2;23,6;98;97;97;124;1,9;,1;
2023/01/13;1100 UTC;0;1008,4;1008,5;1008;399,6;27,1;24,8;27,1;24,6;25;24,2;97;87;87;102;3,5;,8;
2023/01/13;1200 UTC;0;1009,3;1009,3;1008,4;583,8;28,3;24,8;29,3;27,1;25,6;24,2;88;78;81;73;5;1,7;
2023/01/13;1300 UTC;0;1009,5;1009,5;1009,2;1674,4;29,9;25;30,8;28,3;25,7;24,1;81;70;75;113;5;2,4;
2023/01/13;1400 UTC;0;1008,7;1009,5;1008,7;1801,6;30,3;25,3;31,2;29,4;25,6;24;76;69;75;80;5,9;2,3;
2023/01/13;1500 UTC;0;1007,8;1008,7;1007,8;2873,1;32,2;24,7;33,1;30,3;26,5;23,5;75;62;65;102;6,6;2,2;
2023/01/13;1600 UTC;0;1006,7;1007,8;1006,7;3128,6;32,1;24,2;33,1;31,9;25,6;23,6;67;60;63;101;6,5;2;
2023/01/13;1700 UTC;,2;1006,6;1007,2;1006,3;1509,8;26,6;24,3;33;26,5;25,4;22,1;88;58;87;19;8;1,7;
2023/01/13;1800 UTC;0;1005,7;1006,8;1005,7;1183,1;28;23,5;28,3;26,6;24,6;23,2;87;76;77;340;6;,8;
2023/01/13;1900 UTC;0;1004,8;1005,7;1004,8;1078;29,5;24;29,8;27,9;24,9;23,5;79;72;73;56;4;,5;
2023/01/13;2000 UTC;9,8;1004,9;1005,3;1004,4;1301,7;25,5;24,6;31,1;24,6;25;22,1;96;66;95;347;12,3;,5;
2023/01/13;2100 UTC;0;1005,2;1005,2;1004,9;283;25,9;24,2;26,4;25,5;25,5;24,2;95;90;90;6;3,2;,5;
2023/01/13;2200 UTC;0;1006;1006;1005,2;31,8;25,5;24,4;26;25,4;24,4;23,6;93;89;93;48;2,9;0;
2023/01/13;2300 UTC;;;;;;;;;;;;;;;;;;
2023/01/14;0000 UTC;;;;;;;;;;;;;;;;;;
2023/01/14;0100 UTC;0;1008,4;1008,5;1008,1;;25,5;24,4;26,3;25,5;24,4;24,3;93;89;93;89;4,2;,2;
2023/01/14;0200 UTC;0;1008,6;1008,6;1008,3;;25,3;24,1;25,5;25,2;24,5;24,1;94;93;94;81;2,6;,1;
2023/01/14;0300 UTC;0;1008;1008,6;1008;;25,3;23,8;25,5;25,3;24,1;23,8;94;91;92;68;5,2;1,4;
2023/01/14;0400 UTC;0;1007,4;1008;1007,4;;24,8;23,7;25,3;24,8;23,8;23,7;94;91;94;109;4;0;
2023/01/14;0500 UTC;0;1007;1007,4;1007;;24,3;23,7;24,8;24,3;23,8;23,7;96;94;96;124;1,2;0;
2023/01/14;0600 UTC;0;1006,8;1007;1006,6;;23,9;23,5;24,3;23,9;23,8;23,5;97;96;97;131;,7;0;
2023/01/14;0700 UTC;0;1006,8;1006,8;1006,6;;23,9;23,4;24;23,9;23,6;23,4;98;97;98;149;0;0;
2023/01/14;0800 UTC;0;1007;1007;1006,8;;23,7;23,4;23,9;23,7;23,5;23,3;98;98;98;139;0;0;
2023/01/14;0900 UTC;0;1007,3;1007,4;1007;;23,7;23,4;23,8;23,6;23,5;23,3;98;98;98;110;0;0;
2023/01/14;1000 UTC;0;1008,1;1008,1;1007,3;72,6;24,3;24;24,3;23,6;24;23,3;98;98;98;116;0;0;
2023/01/14;1100 UTC;0;1009,2;1009,2;1008,1;510,7;26,5;25,2;26,5;24,3;25,2;24,1;98;92;92;113;2,8;,9;
2023/01/14;1200 UTC;0;1009,9;1010;1009,2;866,9;28,9;25;29,8;26,4;25,6;24,1;92;75;79;113;4,6;2;
2023/01/14;1300 UTC;0;1009,7;1010;1009,6;2088,6;30,4;24,4;30,6;28,7;25,6;24,1;81;70;70;104;6,8;2,9;
2023/01/14;1400 UTC;0;1009,7;1009,7;1009,5;1861,3;30,2;23,7;31,4;30;25,6;23,6;75;67;68;82;6,9;2,3;
2023/01/14;1500 UTC;0;1009,1;1009,7;1009,1;2055,4;30,7;24,3;31,5;29,9;25,3;23,4;72;65;69;121;6,1;2,8;
2023/01/14;1600 UTC;0;1008;1009,1;1008;2344,5;32,5;24,3;32,6;30,2;25,3;23,3;71;62;62;123;5,8;2,1;
2023/01/14;1700 UTC;0;1007,1;1008;1007,1;2132,7;30,9;23,3;33;30,4;25,8;22,8;69;58;64;109;5,8;2,3;
2023/01/14;1800 UTC;0;1006,2;1007,1;1006,2;1788,6;31,5;23,8;31,9;30,5;25,3;23;70;61;64;133;5,9;1,5;
2023/01/14;1900 UTC;0;1005,6;1006,2;1005,6;1900;31,7;23,2;32,3;30,7;25,6;23,2;70;61;61;155;4,2;,5;
2023/01/14;2000 UTC;0;1005,7;1005,7;1005,3;1325,6;30,6;24,6;32,5;30,2;25,6;23,1;73;60;70;356;5,9;1,5;
2023/01/14;2100 UTC;0;1006,4;1006,4;1005,7;356,6;28,9;23,6;30,6;28,9;24,7;23,5;74;68;73;4;5,4;1,4;
2023/01/14;2200 UTC;0;1008;1008;1006,4;23,1;27,5;22,5;28,9;27,5;24,7;22,5;81;74;74;43;8,9;2,1;
2023/01/14;2300 UTC;,6;1008,8;1008,9;1008;;24,2;22,8;27,4;24,2;22,8;21,7;92;74;92;98;8,9;1,6;
2023/01/15;0000 UTC;1,8;1010;1010;1008,8;;23,8;23,2;24,3;23,8;23,2;22,8;96;92;96;128;3,4;,2;
2023/01/15;0100 UTC;,2;1009,4;1010;1009,4;;23,9;23,4;23,9;23,7;23,4;23;97;96;97;153;1,8;0;
2023/01/15;0200 UTC;,2;1009,5;1009,6;1009,4;;23,9;23,4;23,9;23,8;23,5;23,3;97;97;97;147;1,7;,5;
2023/01/15;0300 UTC;0;1009,1;1009,6;1009,1;;23,9;23,5;24,1;23,8;23,6;23,3;97;97;97;99;2,1;,1;
2023/01/15;0400 UTC;0;1008,9;1009,2;1008,8;;24;23,5;24,1;23,8;23,7;23,3;97;97;97;14;1,7;,1;
2023/01/15;0500 UTC;7,4;1008,4;1009;1008,4;;23,9;23,4;24,1;23,8;23,6;23,2;97;97;97;320;6,7;,1;
2023/01/15;0600 UTC;0;1007,9;1008,4;1007,9;;23,9;23,5;24,1;23,8;23,7;23,3;98;97;98;148;2;0;
2023/01/15;0700 UTC;0;1007,9;1007,9;1007,7;;23,9;23,5;24;23,8;23,6;23,4;98;98;98;140;2,3;,1;
2023/01/15;0800 UTC;0;1008,6;1008,6;1007,9;;24;23,6;24,1;23,9;23,7;23,5;98;98;98;168;1,3;0;
2023/01/15;0900 UTC;8,6;1009,3;1009,6;1008,5;,9;22,8;22,3;24,1;22,6;23,7;22;98;96;97;155;9;2,1;
2023/01/15;1000 UTC;1,6;1010,6;1010,6;1009,3;6,9;22,3;21,7;22,9;22,3;22,5;21,7;98;96;97;140;4,6;,6;
2023/01/15;1100 UTC;1,2;1012,8;1012,8;1010,6;26,3;22,4;21,9;22,6;22,3;22,1;21,7;97;97;97;315;2,3;0;
2023/01/15;1200 UTC;,4;1012,9;1012,9;1012,5;76,9;22,7;22,2;22,8;22,3;22,3;21,7;97;97;97;337;2,6;0;
2023/01/15;1300 UTC;,6;1013;1013,2;1012,9;228,4;23,1;22,7;23,4;22,7;23;22,2;98;97;97;139;1,8;,6;
2023/01/15;1400 UTC;,2;1012,4;1013;1012,4;359,4;23,5;22,9;23,8;23;23,3;22,6;97;96;96;157;1,7;0;
2023/01/15;1500 UTC;0;1011,7;1012,4;1011,7;1001,4;25,6;22,5;25,6;23,5;23,7;22,3;96;83;83;270;2;,3;
2023/01/15;1600 UTC;0;1011,3;1011,7;1011,3;1301,5;26,4;22,1;26,8;25,5;23,4;21,2;85;74;77;268;2,7;,9;
2023/01/15;1700 UTC;0;1010,6;1011,3;1010,6;957,4;26,5;22,9;26,8;26,3;23,3;21,6;82;74;81;265;3,3;1,6;
2023/01/15;1800 UTC;0;1008,9;1010,6;1008,9;767,5;26,4;22,2;26,9;26,4;23,5;22,2;83;77;78;315;3,5;,7;
2023/01/15;1900 UTC;0;1007,7;1008,9;1007,7;454,9;26,5;23;26,5;26,2;23,3;22,2;83;78;81;282;4;,6;
2023/01/15;2000 UTC;0;1007,4;1007,7;1007,4;314,2;26,4;23,5;26,5;26,2;23,5;23;85;81;84;303;3,1;,1;
2023/01/15;2100 UTC;0;1007,7;1007,7;1007,3;175;25,5;23,2;26,3;25,5;23,5;22,8;87;83;87;67;3,2;,7;
2023/01/15;2200 UTC;0;1008,8;1008,8;1007,7;15,5;24,4;23;25,5;24,4;23,2;23;92;87;92;84;4,7;1,1;
2023/01/15;2300 UTC;0;1009;1009;1008,8;;24;22,8;24,4;24;23;22,8;93;92;93;71;3,9;,8;
2023/01/16;0000 UTC;0;1009,9;1009,9;1009;;23,8;22;24;23,7;22,8;21,9;93;89;89;94;3,2;,1;
2023/01/16;0100 UTC;0;1010,5;1010,7;1009,9;;23,4;22;23,8;23,4;22,1;22;92;89;92;120;3;0;
2023/01/16;0200 UTC;0;1010,4;1010,6;1010,4;;23,3;22,2;23,5;23,2;22,4;22;94;92;93;154;1,7;,1;
2023/01/16;0300 UTC;0;1010,3;1010,7;1010,3;;23,4;22,7;23,4;23,2;22,7;22,1;96;93;96;104;2,3;,3;
2023/01/16;0400 UTC;0;1009,5;1010,3;1009,5;;23,5;22,8;23,5;23,4;22,9;22,7;96;96;96;91;2,9;,3;
2023/01/16;0500 UTC;0;1008,9;1009,5;1008,9;;23,3;22,8;23,5;23,3;22,9;22,8;97;96;97;113;2,9;0;
2023/01/16;0600 UTC;0;1009,1;1009,1;1008,8;;23,5;23;23,5;23,3;23;22,8;97;96;97;157;2;0;
2023/01/16;0700 UTC;0;1008,7;1009,2;1008,7;;23,6;23;23,7;23,5;23,1;22,9;97;96;96;257;,9;0;
2023/01/16;0800 UTC;0;1008;1008,7;1008;;23,6;23;23,6;23,5;23;23;97;96;97;38;1,5;0;
2023/01/16;0900 UTC;0;1008;1008,2;1008;;23,4;22,8;23,6;23,4;23;22,8;97;96;96;73;2,6;,3;
2023/01/16;1000 UTC;0;1009,1;1009,1;1007,9;26,4;23,3;22,3;23,4;23,3;22,7;22,3;96;94;94;73;4,1;1,1;
2023/01/16;1100 UTC;0;1009,9;1009,9;1009,1;252,1;23,8;22,3;23,9;23,2;22,6;22;94;90;91;104;4,5;1,1;
2023/01/16;1200 UTC;0;1010,3;1010,3;1009,9;673,7;25,6;22,9;25,6;23,8;22,9;21,6;92;84;85;142;3,8;1,3;
